,구,동,주야간,노면상태,기상상태,동_risk,주야간_risk,노면상태_risk,기상상태_risk,total_risk,corr_risk
945,장안구,파장동,주간,적설,기타,39.0,2.0,1.0,1.0,43.0,81.9102483781008
946,장안구,율전동,주간,젖음/습기,맑음,32.0,2.0,4.0,5.0,43.0,75.5942830850447
947,장안구,조원동,야간,서리/결빙,눈,37.0,1.0,3.0,2.0,43.0,80.16336578995694
948,장안구,연무동,주간,적설,기타,39.0,2.0,1.0,1.0,43.0,81.9102483781008
949,장안구,율전동,주간,건조,비,32.0,2.0,5.0,4.0,43.0,75.5942830850447
950,장안구,송죽동,야간,기타,기타,39.0,1.0,2.0,1.0,43.0,81.9679273022587
951,권선구,서둔동,주간,젖음/습기,비,33.0,2.0,4.0,4.0,43.0,76.49656384119557
952,권선구,서둔동,주간,서리/결빙,맑음,33.0,2.0,3.0,5.0,43.0,76.49656384119557
953,권선구,서둔동,주간,건조,흐림,33.0,2.0,5.0,3.0,43.0,76.49656384119558
954,팔달구,지동,야간,건조,눈,35.0,1.0,5.0,2.0,43.0,78.35880427765521
955,권선구,금곡동,야간,젖음/습기,비,34.0,1.0,4.0,4.0,43.0,77.45652352150432
956,팔달구,지동,주간,기타,비,35.0,2.0,2.0,4.0,43.0,78.30112535349731
957,권선구,금곡동,야간,서리/결빙,맑음,34.0,1.0,3.0,5.0,43.0,77.45652352150432
958,팔달구,지동,야간,서리/결빙,비,35.0,1.0,3.0,4.0,43.0,78.3588042776552
959,장안구,송죽동,야간,적설,눈,39.0,1.0,1.0,2.0,43.0,81.96792730225869
960,권선구,호매실동,주간,기타,흐림,36.0,2.0,2.0,3.0,43.0,79.20340610964818
961,권선구,탑동,주간,건조,맑음,31.0,2.0,5.0,5.0,43.0,74.69200232889384
962,권선구,호매실동,주간,적설,비,36.0,2.0,1.0,4.0,43.0,79.20340610964817
963,권선구,호매실동,야간,서리/결빙,흐림,36.0,1.0,3.0,3.0,43.0,79.26108503380607
964,장안구,조원동,주간,서리/결빙,기타,37.0,2.0,3.0,1.0,43.0,80.10568686579906
965,권선구,호매실동,주간,젖음/습기,기타,36.0,2.0,4.0,1.0,43.0,79.20340610964818
966,권선구,호매실동,야간,젖음/습기,눈,36.0,1.0,4.0,2.0,43.0,79.26108503380607
967,권선구,호매실동,주간,서리/결빙,눈,36.0,2.0,3.0,2.0,43.0,79.20340610964817
968,권선구,금곡동,주간,건조,눈,34.0,2.0,5.0,2.0,43.0,77.39884459734644
969,권선구,서둔동,야간,젖음/습기,맑음,33.0,1.0,4.0,5.0,43.0,76.55424276535346
970,장안구,조원동,주간,기타,눈,37.0,2.0,2.0,2.0,43.0,80.10568686579906
971,장안구,율전동,야간,건조,맑음,32.0,1.0,5.0,5.0,43.0,75.65196200920259
972,권선구,호매실동,야간,건조,기타,36.0,1.0,5.0,1.0,43.0,79.26108503380608
973,장안구,조원동,주간,적설,흐림,37.0,2.0,1.0,3.0,43.0,80.10568686579906
974,권선구,호매실동,야간,기타,비,36.0,1.0,2.0,4.0,43.0,79.26108503380607
975,권선구,서둔동,야간,건조,비,33.0,1.0,5.0,4.0,43.0,76.55424276535346
976,권선구,호매실동,야간,적설,맑음,36.0,1.0,1.0,5.0,43.0,79.26108503380607
977,권선구,서둔동,주간,기타,맑음,33.0,2.0,2.0,5.0,42.0,75.40733926592738
978,권선구,호매실동,야간,기타,흐림,36.0,1.0,2.0,3.0,42.0,78.17186045853788
979,권선구,서둔동,야간,젖음/습기,비,33.0,1.0,4.0,4.0,42.0,75.46501819008526
980,팔달구,지동,주간,서리/결빙,눈,35.0,2.0,3.0,2.0,42.0,77.21190077822911
981,팔달구,지동,주간,젖음/습기,기타,35.0,2.0,4.0,1.0,42.0,77.21190077822912
982,권선구,호매실동,야간,젖음/습기,기타,36.0,1.0,4.0,1.0,42.0,78.17186045853788
983,팔달구,지동,야간,건조,기타,35.0,1.0,5.0,1.0,42.0,77.26957970238702
984,팔달구,지동,주간,기타,흐림,35.0,2.0,2.0,3.0,42.0,77.21190077822912
985,권선구,탑동,주간,젖음/습기,맑음,31.0,2.0,4.0,5.0,42.0,73.60277775362563
986,권선구,탑동,야간,건조,맑음,31.0,1.0,5.0,5.0,42.0,73.66045667778351
987,권선구,서둔동,야간,서리/결빙,맑음,33.0,1.0,3.0,5.0,42.0,75.46501819008526
988,권선구,서둔동,야간,건조,흐림,33.0,1.0,5.0,3.0,42.0,75.46501819008527
989,팔달구,지동,주간,적설,비,35.0,2.0,1.0,4.0,42.0,77.21190077822911
990,장안구,율전동,주간,젖음/습기,비,32.0,2.0,4.0,4.0,42.0,74.50505850977649
991,장안구,율전동,주간,건조,흐림,32.0,2.0,5.0,3.0,42.0,74.5050585097765
992,장안구,조원동,야간,서리/결빙,기타,37.0,1.0,3.0,1.0,42.0,79.07414121468875
993,장안구,조원동,주간,기타,기타,37.0,2.0,2.0,1.0,42.0,79.01646229053087
994,장안구,율전동,주간,서리/결빙,맑음,32.0,2.0,3.0,5.0,42.0,74.50505850977649
995,장안구,조원동,주간,적설,눈,37.0,2.0,1.0,2.0,42.0,79.01646229053085
996,권선구,금곡동,야간,서리/결빙,비,34.0,1.0,3.0,4.0,42.0,76.36729894623612
997,권선구,금곡동,야간,기타,맑음,34.0,1.0,2.0,5.0,42.0,76.36729894623613
998,권선구,금곡동,야간,젖음/습기,흐림,34.0,1.0,4.0,3.0,42.0,76.36729894623613
999,장안구,율전동,야간,건조,비,32.0,1.0,5.0,4.0,42.0,74.56273743393439
1000,권선구,서둔동,주간,젖음/습기,흐림,33.0,2.0,4.0,3.0,42.0,75.40733926592738
1001,팔달구,지동,야간,서리/결빙,흐림,35.0,1.0,3.0,3.0,42.0,77.269579702387
1002,권선구,서둔동,주간,건조,눈,33.0,2.0,5.0,2.0,42.0,75.40733926592738
1003,권선구,금곡동,주간,서리/결빙,흐림,34.0,2.0,3.0,3.0,42.0,76.30962002207824
1004,권선구,탑동,주간,건조,비,31.0,2.0,5.0,4.0,42.0,73.60277775362563
1005,권선구,금곡동,주간,젖음/습기,눈,34.0,2.0,4.0,2.0,42.0,76.30962002207824
1006,권선구,금곡동,주간,건조,기타,34.0,2.0,5.0,1.0,42.0,76.30962002207825
1007,장안구,파장동,야간,적설,기타,39.0,1.0,1.0,1.0,42.0,80.8787027269905
1008,권선구,금곡동,주간,기타,비,34.0,2.0,2.0,4.0,42.0,76.30962002207824
1009,권선구,금곡동,주간,적설,맑음,34.0,2.0,1.0,5.0,42.0,76.30962002207824
1010,권선구,호매실동,야간,서리/결빙,눈,36.0,1.0,3.0,2.0,42.0,78.17186045853786
1011,팔달구,지동,야간,적설,맑음,35.0,1.0,1.0,5.0,42.0,77.269579702387
1012,권선구,호매실동,주간,서리/결빙,기타,36.0,2.0,3.0,1.0,42.0,78.11418153437998
1013,권선구,호매실동,주간,기타,눈,36.0,2.0,2.0,2.0,42.0,78.11418153437998
1014,장안구,조원동,야간,기타,눈,37.0,1.0,2.0,2.0,42.0,79.07414121468875
1015,장안구,조원동,야간,적설,흐림,37.0,1.0,1.0,3.0,42.0,79.07414121468875
1016,권선구,호매실동,주간,적설,흐림,36.0,2.0,1.0,3.0,42.0,78.11418153437998
1017,팔달구,지동,야간,기타,비,35.0,1.0,2.0,4.0,42.0,77.269579702387
1018,장안구,율전동,야간,젖음/습기,맑음,32.0,1.0,4.0,5.0,42.0,74.56273743393439
1019,권선구,서둔동,주간,서리/결빙,비,33.0,2.0,3.0,4.0,42.0,75.40733926592736
1020,팔달구,지동,야간,젖음/습기,눈,35.0,1.0,4.0,2.0,42.0,77.269579702387
1021,권선구,금곡동,야간,건조,눈,34.0,1.0,5.0,2.0,42.0,76.36729894623613
1022,장안구,송죽동,야간,적설,기타,39.0,1.0,1.0,1.0,42.0,80.8787027269905
1023,권선구,호매실동,야간,적설,비,36.0,1.0,1.0,4.0,42.0,78.17186045853786
1024,장안구,연무동,야간,적설,기타,39.0,1.0,1.0,1.0,42.0,80.8787027269905
1025,권선구,서둔동,야간,건조,눈,33.0,1.0,5.0,2.0,41.0,74.37579361481707
1026,권선구,금곡동,야간,젖음/습기,눈,34.0,1.0,4.0,2.0,41.0,75.27807437096793
1027,장안구,율전동,주간,서리/결빙,비,32.0,2.0,3.0,4.0,41.0,73.41583393450829
1028,권선구,호매실동,야간,적설,흐림,36.0,1.0,1.0,3.0,41.0,77.08263588326967
1029,권선구,서둔동,주간,서리/결빙,흐림,33.0,2.0,3.0,3.0,41.0,74.31811469065917
1030,권선구,금곡동,야간,서리/결빙,흐림,34.0,1.0,3.0,3.0,41.0,75.27807437096793
1031,권선구,탑동,주간,건조,흐림,31.0,2.0,5.0,3.0,41.0,72.51355317835744
1032,권선구,호매실동,야간,기타,눈,36.0,1.0,2.0,2.0,41.0,77.08263588326967
1033,권선구,서둔동,주간,건조,기타,33.0,2.0,5.0,1.0,41.0,74.31811469065919
1034,권선구,서둔동,주간,기타,비,33.0,2.0,2.0,4.0,41.0,74.31811469065917
1035,권선구,탑동,주간,젖음/습기,비,31.0,2.0,4.0,4.0,41.0,72.51355317835743
1036,장안구,율전동,주간,건조,눈,32.0,2.0,5.0,2.0,41.0,73.4158339345083
1037,권선구,서둔동,주간,적설,맑음,33.0,2.0,1.0,5.0,41.0,74.31811469065917
1038,장안구,조원동,야간,기타,기타,37.0,1.0,2.0,1.0,41.0,77.98491663942056
1039,권선구,서둔동,주간,젖음/습기,눈,33.0,2.0,4.0,2.0,41.0,74.31811469065917
1040,장안구,조원동,야간,적설,눈,37.0,1.0,1.0,2.0,41.0,77.98491663942055
1041,권선구,금곡동,야간,건조,기타,34.0,1.0,5.0,1.0,41.0,75.27807437096794
1042,장안구,율전동,주간,젖음/습기,흐림,32.0,2.0,4.0,3.0,41.0,73.4158339345083
1043,권선구,평동,주간,건조,맑음,29.0,2.0,5.0,5.0,41.0,70.7089916660557
1044,팔달구,지동,야간,서리/결빙,눈,35.0,1.0,3.0,2.0,41.0,76.1803551271188
1045,권선구,서둔동,야간,젖음/습기,흐림,33.0,1.0,4.0,3.0,41.0,74.37579361481707
1046,팔달구,지동,주간,서리/결빙,기타,35.0,2.0,3.0,1.0,41.0,76.12267620296092
1047,장안구,율전동,야간,건조,흐림,32.0,1.0,5.0,3.0,41.0,73.4735128586662
1048,장안구,율전동,주간,기타,맑음,32.0,2.0,2.0,5.0,41.0,73.4158339345083
1049,장안구,율전동,야간,서리/결빙,맑음,32.0,1.0,3.0,5.0,41.0,73.47351285866618
1050,팔달구,지동,야간,젖음/습기,기타,35.0,1.0,4.0,1.0,41.0,76.18035512711882
1051,영통구,망포동,주간,건조,맑음,29.0,2.0,5.0,5.0,41.0,70.7089916660557
1052,장안구,율전동,야간,젖음/습기,비,32.0,1.0,4.0,4.0,41.0,73.47351285866618
1053,팔달구,지동,야간,기타,흐림,35.0,1.0,2.0,3.0,41.0,76.18035512711882
1054,권선구,호매실동,주간,적설,눈,36.0,2.0,1.0,2.0,41.0,77.02495695911178
1055,권선구,호매실동,주간,기타,기타,36.0,2.0,2.0,1.0,41.0,77.02495695911179
1056,권선구,금곡동,주간,적설,비,34.0,2.0,1.0,4.0,41.0,75.22039544681003
1057,권선구,금곡동,주간,기타,흐림,34.0,2.0,2.0,3.0,41.0,75.22039544681004
1058,팔달구,지동,야간,적설,비,35.0,1.0,1.0,4.0,41.0,76.1803551271188
1059,권선구,금곡동,주간,서리/결빙,눈,34.0,2.0,3.0,2.0,41.0,75.22039544681003
1060,권선구,금곡동,주간,젖음/습기,기타,34.0,2.0,4.0,1.0,41.0,75.22039544681004
1061,권선구,서둔동,야간,기타,맑음,33.0,1.0,2.0,5.0,41.0,74.37579361481707
1062,권선구,탑동,주간,서리/결빙,맑음,31.0,2.0,3.0,5.0,41.0,72.51355317835743
1063,권선구,탑동,야간,건조,비,31.0,1.0,5.0,4.0,41.0,72.57123210251531
1064,장안구,조원동,주간,적설,기타,37.0,2.0,1.0,1.0,41.0,77.92723771526266
1065,팔달구,지동,주간,기타,눈,35.0,2.0,2.0,2.0,41.0,76.12267620296092
1066,권선구,서둔동,야간,서리/결빙,비,33.0,1.0,3.0,4.0,41.0,74.37579361481706
1067,권선구,금곡동,야간,기타,비,34.0,1.0,2.0,4.0,41.0,75.27807437096793
1068,권선구,탑동,야간,젖음/습기,맑음,31.0,1.0,4.0,5.0,41.0,72.57123210251531
1069,팔달구,지동,주간,적설,흐림,35.0,2.0,1.0,3.0,41.0,76.12267620296092
1070,권선구,호매실동,야간,서리/결빙,기타,36.0,1.0,3.0,1.0,41.0,77.08263588326967
1071,권선구,금곡동,야간,적설,맑음,34.0,1.0,1.0,5.0,41.0,75.27807437096793
1072,권선구,서둔동,야간,젖음/습기,눈,33.0,1.0,4.0,2.0,40.0,73.28656903954887
1073,권선구,금곡동,야간,적설,비,34.0,1.0,1.0,4.0,40.0,74.18884979569972
1074,권선구,금곡동,야간,서리/결빙,눈,34.0,1.0,3.0,2.0,40.0,74.18884979569972
1075,권선구,탑동,주간,기타,맑음,31.0,2.0,2.0,5.0,40.0,71.42432860308924
1076,팔달구,지동,야간,적설,흐림,35.0,1.0,1.0,3.0,40.0,75.09113055185061
1077,장안구,조원동,야간,적설,기타,37.0,1.0,1.0,1.0,40.0,76.89569206415236
1078,권선구,탑동,주간,젖음/습기,흐림,31.0,2.0,4.0,3.0,40.0,71.42432860308924
1079,권선구,금곡동,야간,기타,흐림,34.0,1.0,2.0,3.0,40.0,74.18884979569974
1080,장안구,율전동,야간,기타,맑음,32.0,1.0,2.0,5.0,40.0,72.38428828339799
1081,권선구,탑동,주간,서리/결빙,비,31.0,2.0,3.0,4.0,40.0,71.42432860308922
1082,권선구,서둔동,야간,건조,기타,33.0,1.0,5.0,1.0,40.0,73.28656903954888
1083,권선구,평동,야간,건조,맑음,29.0,1.0,5.0,5.0,40.0,69.67744601494537
1084,권선구,서둔동,야간,기타,비,33.0,1.0,2.0,4.0,40.0,73.28656903954887
1085,장안구,율전동,야간,젖음/습기,흐림,32.0,1.0,4.0,3.0,40.0,72.38428828339799
1086,영통구,망포동,야간,건조,맑음,29.0,1.0,5.0,5.0,40.0,69.67744601494537
1087,팔달구,지동,야간,기타,눈,35.0,1.0,2.0,2.0,40.0,75.09113055185061
1088,장안구,율전동,야간,서리/결빙,비,32.0,1.0,3.0,4.0,40.0,72.38428828339798
1089,권선구,호매실동,야간,적설,눈,36.0,1.0,1.0,2.0,40.0,75.99341130800147
1090,팔달구,지동,야간,서리/결빙,기타,35.0,1.0,3.0,1.0,40.0,75.09113055185061
1091,권선구,서둔동,야간,서리/결빙,흐림,33.0,1.0,3.0,3.0,40.0,73.28656903954887
1092,장안구,율전동,야간,건조,눈,32.0,1.0,5.0,2.0,40.0,72.38428828339799
1093,권선구,호매실동,야간,기타,기타,36.0,1.0,2.0,1.0,40.0,75.99341130800148
1094,권선구,서둔동,야간,적설,맑음,33.0,1.0,1.0,5.0,40.0,73.28656903954887
1095,권선구,금곡동,야간,젖음/습기,기타,34.0,1.0,4.0,1.0,40.0,74.18884979569974
1096,권선구,금곡동,주간,서리/결빙,기타,34.0,2.0,3.0,1.0,40.0,74.13117087154184
1097,권선구,서둔동,주간,기타,흐림,33.0,2.0,2.0,3.0,40.0,73.22889011539098
1098,장안구,율전동,주간,건조,기타,32.0,2.0,5.0,1.0,40.0,72.32660935924011
1099,권선구,호매실동,주간,적설,기타,36.0,2.0,1.0,1.0,40.0,75.93573238384359
1100,장안구,율전동,주간,젖음/습기,눈,32.0,2.0,4.0,2.0,40.0,72.3266093592401
1101,권선구,탑동,야간,서리/결빙,맑음,31.0,1.0,3.0,5.0,40.0,71.4820075272471
1102,영통구,망포동,주간,건조,비,29.0,2.0,5.0,4.0,40.0,69.61976709078749
1103,장안구,율전동,주간,기타,비,32.0,2.0,2.0,4.0,40.0,72.3266093592401
1104,장안구,율전동,주간,서리/결빙,흐림,32.0,2.0,3.0,3.0,40.0,72.3266093592401
1105,장안구,율전동,주간,적설,맑음,32.0,2.0,1.0,5.0,40.0,72.3266093592401
1106,영통구,망포동,주간,젖음/습기,맑음,29.0,2.0,4.0,5.0,40.0,69.61976709078749
1107,장안구,천천동,주간,건조,맑음,28.0,2.0,5.0,5.0,40.0,68.71748633463662
1108,권선구,탑동,야간,건조,흐림,31.0,1.0,5.0,3.0,40.0,71.48200752724712
1109,권선구,평동,주간,젖음/습기,맑음,29.0,2.0,4.0,5.0,40.0,69.61976709078749
1110,권선구,서둔동,주간,서리/결빙,눈,33.0,2.0,3.0,2.0,40.0,73.22889011539097
1111,팔달구,지동,주간,적설,눈,35.0,2.0,1.0,2.0,40.0,75.03345162769271
1112,권선구,금곡동,주간,적설,흐림,34.0,2.0,1.0,3.0,40.0,74.13117087154184
1113,권선구,서둔동,주간,적설,비,33.0,2.0,1.0,4.0,40.0,73.22889011539097
1114,권선구,평동,주간,건조,비,29.0,2.0,5.0,4.0,40.0,69.61976709078749
1115,팔달구,지동,주간,기타,기타,35.0,2.0,2.0,1.0,40.0,75.03345162769273
1116,권선구,서둔동,주간,젖음/습기,기타,33.0,2.0,4.0,1.0,40.0,73.22889011539098
1117,권선구,금곡동,주간,기타,눈,34.0,2.0,2.0,2.0,40.0,74.13117087154184
1118,권선구,탑동,주간,건조,눈,31.0,2.0,5.0,2.0,40.0,71.42432860308924
1119,권선구,탑동,야간,젖음/습기,비,31.0,1.0,4.0,4.0,40.0,71.4820075272471
1120,장안구,율전동,야간,건조,기타,32.0,1.0,5.0,1.0,39.0,71.2950637081298
1121,권선구,탑동,야간,건조,눈,31.0,1.0,5.0,2.0,39.0,70.39278295197892
1122,장안구,율전동,주간,서리/결빙,눈,32.0,2.0,3.0,2.0,39.0,71.23738478397189
1123,권선구,금곡동,야간,서리/결빙,기타,34.0,1.0,3.0,1.0,39.0,73.09962522043153
1124,권선구,서둔동,주간,적설,흐림,33.0,2.0,1.0,3.0,39.0,72.13966554012278
1125,장안구,율전동,주간,젖음/습기,기타,32.0,2.0,4.0,1.0,39.0,71.2373847839719
1126,권선구,곡반정동,주간,건조,맑음,27.0,2.0,5.0,5.0,39.0,66.72598100321756
1127,장안구,율전동,주간,기타,흐림,32.0,2.0,2.0,3.0,39.0,71.2373847839719
1128,권선구,금곡동,야간,기타,눈,34.0,1.0,2.0,2.0,39.0,73.09962522043153
1129,권선구,평동,주간,젖음/습기,비,29.0,2.0,4.0,4.0,39.0,68.53054251551929
1130,권선구,서둔동,야간,기타,흐림,33.0,1.0,2.0,3.0,39.0,72.19734446428068
1131,권선구,금곡동,야간,적설,흐림,34.0,1.0,1.0,3.0,39.0,73.09962522043153
1132,권선구,탑동,야간,서리/결빙,비,31.0,1.0,3.0,4.0,39.0,70.3927829519789
1133,권선구,서둔동,야간,적설,비,33.0,1.0,1.0,4.0,39.0,72.19734446428066
1134,장안구,율전동,주간,적설,비,32.0,2.0,1.0,4.0,39.0,71.23738478397189
1135,권선구,평동,주간,건조,흐림,29.0,2.0,5.0,3.0,39.0,68.5305425155193
1136,팔달구,지동,주간,적설,기타,35.0,2.0,1.0,1.0,39.0,73.94422705242452
1137,권선구,서둔동,야간,서리/결빙,눈,33.0,1.0,3.0,2.0,39.0,72.19734446428066
1138,권선구,탑동,야간,젖음/습기,흐림,31.0,1.0,4.0,3.0,39.0,70.39278295197892
1139,권선구,평동,주간,서리/결빙,맑음,29.0,2.0,3.0,5.0,39.0,68.5305425155193
1140,권선구,서둔동,야간,젖음/습기,기타,33.0,1.0,4.0,1.0,39.0,72.19734446428068
1141,영통구,망포동,주간,젖음/습기,비,29.0,2.0,4.0,4.0,39.0,68.53054251551929
1142,권선구,탑동,주간,서리/결빙,흐림,31.0,2.0,3.0,3.0,39.0,70.33510402782103
1143,권선구,서둔동,주간,기타,눈,33.0,2.0,2.0,2.0,39.0,72.13966554012278
1144,팔달구,지동,야간,기타,기타,35.0,1.0,2.0,1.0,39.0,74.00190597658242
1145,권선구,탑동,주간,건조,기타,31.0,2.0,5.0,1.0,39.0,70.33510402782105
1146,권선구,탑동,주간,젖음/습기,눈,31.0,2.0,4.0,2.0,39.0,70.33510402782103
1147,권선구,금곡동,주간,기타,기타,34.0,2.0,2.0,1.0,39.0,73.04194629627365
1148,장안구,천천동,주간,젖음/습기,맑음,28.0,2.0,4.0,5.0,39.0,67.62826175936843
1149,권선구,금곡동,주간,적설,눈,34.0,2.0,1.0,2.0,39.0,73.04194629627364
1150,권선구,탑동,주간,기타,비,31.0,2.0,2.0,4.0,39.0,70.33510402782103
1151,장안구,천천동,주간,건조,비,28.0,2.0,5.0,4.0,39.0,67.62826175936843
1152,권선구,탑동,주간,적설,맑음,31.0,2.0,1.0,5.0,39.0,70.33510402782103
1153,팔달구,지동,야간,적설,눈,35.0,1.0,1.0,2.0,39.0,74.0019059765824
1154,장안구,천천동,야간,건조,맑음,28.0,1.0,5.0,5.0,39.0,67.6859406835263
1155,영통구,망포동,야간,젖음/습기,맑음,29.0,1.0,4.0,5.0,39.0,68.58822143967717
1156,장안구,율전동,야간,적설,맑음,32.0,1.0,1.0,5.0,39.0,71.29506370812979
1157,장안구,율전동,야간,기타,비,32.0,1.0,2.0,4.0,39.0,71.29506370812979
1158,권선구,평동,야간,건조,비,29.0,1.0,5.0,4.0,39.0,68.58822143967717
1159,권선구,탑동,야간,기타,맑음,31.0,1.0,2.0,5.0,39.0,70.39278295197892
1160,영통구,망포동,주간,서리/결빙,맑음,29.0,2.0,3.0,5.0,39.0,68.5305425155193
1161,권선구,서둔동,주간,서리/결빙,기타,33.0,2.0,3.0,1.0,39.0,72.13966554012278
1162,권선구,호매실동,야간,적설,기타,36.0,1.0,1.0,1.0,39.0,74.90418673273328
1163,장안구,율전동,야간,젖음/습기,눈,32.0,1.0,4.0,2.0,39.0,71.29506370812979
1164,영통구,망포동,주간,건조,흐림,29.0,2.0,5.0,3.0,39.0,68.5305425155193
1165,장안구,율전동,야간,서리/결빙,흐림,32.0,1.0,3.0,3.0,39.0,71.29506370812979
1166,권선구,평동,야간,젖음/습기,맑음,29.0,1.0,4.0,5.0,39.0,68.58822143967717
1167,영통구,망포동,야간,건조,비,29.0,1.0,5.0,4.0,39.0,68.58822143967717
1168,장안구,율전동,야간,기타,흐림,32.0,1.0,2.0,3.0,38.0,70.2058391328616
1169,장안구,율전동,야간,서리/결빙,눈,32.0,1.0,3.0,2.0,38.0,70.20583913286158
1170,영통구,망포동,주간,젖음/습기,흐림,29.0,2.0,4.0,3.0,38.0,67.4413179402511
1171,권선구,곡반정동,주간,젖음/습기,맑음,27.0,2.0,4.0,5.0,38.0,65.63675642794934
1172,팔달구,지동,야간,적설,기타,35.0,1.0,1.0,1.0,38.0,72.91268140131422
1173,권선구,평동,주간,서리/결빙,비,29.0,2.0,3.0,4.0,38.0,67.4413179402511
1174,영통구,망포동,주간,서리/결빙,비,29.0,2.0,3.0,4.0,38.0,67.4413179402511
1175,권선구,탑동,야간,적설,맑음,31.0,1.0,1.0,5.0,38.0,69.30355837671071
